version,group,bench_simple,bench_full,mode,mean,unit,date
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1014.23513599999,ms,1580302690978
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1096.06545515789,ms,1580219266961
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1030.28417422222,ms,1579947286224
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1093.76263509333,ms,1579900900073
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1085.10838783999,ms,1579602689118
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1077.64252672,ms,1579557643855
new,Cypher,OrderBy.executePlan,"OrderBy.executePlan_(propertyType,small_string)_(runtime,compiled-bytecode)",LATENCY,1100.55740757333,ms,1579280077629
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,50.9245716756756,ms,1580833090210
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,64.3394647372013,ms,1580766830318
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,61.8320897675941,ms,1580739379847
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,59.949995210191,ms,1580375605806
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,60.41646642502,ms,1580302690978
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,61.2821807869918,ms,1580219266961
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,67.4992127999999,ms,1579947286224
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,56.6843005206922,ms,1579900900073
new,Cypher,Aggregation.executePlan,"Aggregation.executePlan_(propertyType,small_string)_(runtime,interpreted)",LATENCY,58.5065007701862,ms,1579602689118
